                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                        8845      1.5000000000000000E+001      2.0000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61 
                            model_number                                 star_age                                star_mass                                   log_dt                               log_xmstar                             log_abs_mdot                                num_zones                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                 log_Teff                               luminosity                                    log_L                                    log_R                                   radius                                    log_g                                  gravity                             log_center_T                           log_center_Rho                             log_center_P                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                                       pp                                      cno                                 tri_alfa                        v_div_csound_surf                              num_retries                              num_backups 
                                     380                  7.2794800716213922E+003                  1.5000000000000000E+001                  1.2970478074609071E+000                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      596                  0.0000000000000000E+000                  9.9681217357075180E-001                  9.9168885718821120E-001                  9.9999898139384802E-001                  9.9991588647108920E-001                  9.9681217357075180E-001                  9.9168885718821120E-001                  9.9999898139384802E-001                  9.9991588647108920E-001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.0974884710602861E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.0974884710602861E+000                  3.7117519665731571E+000                  1.0151919721684690E+004                  4.0065481748306189E+000                  2.1030289907216222E+000                  1.2677364890122219E+002                  1.4079226310255617E+000                  2.5581301188895768E+001                  6.2990540778236275E+000                 -2.7055093092441873E+000                  1.1751718472100544E+001                  6.1999704342801165E-001                  8.5000496627254196E-001                  1.2966439685554805E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416106108120311E-003                  9.3604466091399760E-003                  3.4416106108119964E-003                  9.3604466091399777E-003                  1.0500000000000007E+001                  4.1995530354712356E+000                 -9.0974884710602861E+000                 -2.6596856050131148E+001                 -9.8999999999999986E+001                 -6.6090008370208415E-005                                        0                                        0 
                                     385                  7.3781560146173761E+003                  1.5000000000000000E+001                  1.2910275803020641E+000                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      598                  0.0000000000000000E+000                  9.9705739236273649E-001                  9.9219492763958772E-001                  9.9999910871949205E-001                  9.9992568496426359E-001                  9.9705739236273649E-001                  9.9219492763958772E-001                  9.9999910871949205E-001                  9.9992568496426359E-001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.0112504196068901E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.0112504196068901E+000                  3.7167095088199447E+000                  1.0260529039624467E+004                  4.0111697538621760E+000                  2.0954246957438256E+000                  1.2457322154808482E+002                  1.4231312209811549E+000                  2.6493004971434374E+001                  6.3066226092086675E+000                 -2.6851307258536403E+000                  1.1779832606006183E+001                  6.2000171647426228E-001                  8.5000496627254196E-001                  1.2966439685554805E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416106108120311E-003                  9.3604466091399760E-003                  3.4416106108119964E-003                  9.3604466091399777E-003                  1.0500000000000007E+001                  4.1995530354712356E+000                 -9.0112504196068901E+000                 -2.6303591926639104E+001                 -9.8999999999999986E+001                 -6.7944358139055764E-005                                        0                                        0 
                                     390                  7.4764453291106793E+003                  1.5000000000000000E+001                  1.2934933653169216E+000                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      615                  0.0000000000000000E+000                  9.9728642527973521E-001                  9.9267248421586463E-001                  9.9999929970795776E-001                  9.9993357162801444E-001                  9.9728642527973521E-001                  9.9267248421586463E-001                  9.9999929970795776E-001                  9.9993357162801444E-001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -8.9263940330183313E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -8.9263940330183313E+000                  3.7216653333811855E+000                  1.0358442550011014E+004                  4.0152944617042747E+000                  2.0875754005423932E+000                  1.2234195060152135E+002                  1.4388298113840201E+000                  2.7468175364233375E+001                  6.3141030971098431E+000                 -2.6650052042069783E+000                  1.1807605888306865E+001                  6.2000690732693353E-001                  8.5000496627254196E-001                  1.2966439685554805E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416106108120311E-003                  9.3604466091399760E-003                  3.4416106108119964E-003                  9.3604466091399777E-003                  1.0500000000000007E+001                  4.1995530354712356E+000                 -8.9263940330183313E+000                 -2.6015249061592201E+001                 -9.8999999999999986E+001                 -6.8060304895690179E-005                                        0                                        0 
                                     395                  7.5750620510762501E+003                  1.5000000000000000E+001                  1.2947614335994122E+000                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      607                  0.0000000000000000E+000                  9.9750030469156192E-001                  9.9312733187776514E-001                  9.9999936337078010E-001                  9.9994017203302210E-001                  9.9750030469156192E-001                  9.9312733187776514E-001                  9.9999936337078010E-001                  9.9994017203302210E-001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -8.8423515087039455E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -8.8423515087039455E+000                  3.7266456792001352E+000                  1.0446389963594633E+004                  4.0189662340106596E+000                  2.0794505950576863E+000                  1.2007444696542672E+002                  1.4550794223534336E+000                  2.8515397000709651E+001                  6.3215441424918293E+000                 -2.6449941580841889E+000                  1.1835225205055538E+001                  6.2000894287385999E-001                  8.5000496627254196E-001                  1.2966439685554805E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416106108120311E-003                  9.3604466091399760E-003                  3.4416106108119964E-003                  9.3604466091399777E-003                  1.0500000000000007E+001                  4.1995530354712356E+000                 -8.8423515087039455E+000                 -2.5729908621177010E+001                 -9.8999999999999986E+001                 -6.8133923435607799E-005                                        0                                        0 
                                     400                  7.6720134983288799E+003                  1.5000000000000000E+001                  1.2864939170558298E+000                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      627                  0.0000000000000000E+000                  9.9770001205335168E-001                  9.9355067231221894E-001                  9.9999949069642380E-001                  9.9994580267301347E-001                  9.9770001205335168E-001                  9.9355067231221894E-001                  9.9999949069642380E-001                  9.9994580267301347E-001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -8.7608361019972421E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -8.7608361019972421E+000                  3.7315124322815314E+000                  1.0523480792611015E+004                  4.0221594127254763E+000                  2.0713136782523023E+000                  1.1784568312470526E+002                  1.4713532559642015E+000                  2.9604194983723239E+001                  6.3287912616355202E+000                 -2.6255059233542091E+000                  1.1862125530562738E+001                  6.2000566481950370E-001                  8.5000496627254196E-001                  1.2966439685554805E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416106108120311E-003                  9.3604466091399760E-003                  3.4416106108119964E-003                  9.3604466091399777E-003                  1.0500000000000007E+001                  4.1995530354712356E+000                 -8.7608361019972421E+000                 -2.5453391424161609E+001                 -9.8999999999999986E+001                 -6.8113799762482954E-005                                        0                                        0 
                                     405                  7.7682581918992546E+003                  1.5000000000000000E+001                  1.2868051969866046E+000                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      607                  0.0000000000000000E+000                  9.9779484147401309E-001                  9.9394782768353529E-001                  9.9999955435924615E-001                  9.9995068821121857E-001                  9.9779484147401309E-001                  9.9394782768353529E-001                  9.9999955435924615E-001                  9.9995068821121857E-001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -8.6810302922990381E+000                 -9.8999999999999986E+001                 -2.4383429648782474E+001                 -8.6810302922990381E+000                  3.7363224170895615E+000                  1.0591942103406540E+004                  4.0249755982059172E+000                  2.0631018013764613E+000                  1.1563832739865839E+002                  1.4877770097158833E+000                  3.0745177856207853E+001                  6.3359146102429085E+000                 -2.6063459033823211E+000                  1.1888572142211197E+001                  6.1999907891274997E-001                  8.5000496627254196E-001                  1.2966439685554805E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416106108120311E-003                  9.3604466091399760E-003                  3.4416106108119964E-003                  9.3604466091399777E-003                  1.0500000000000007E+001                  4.1995530354712356E+000                 -8.6810302922990381E+000                 -2.5182926193714273E+001                 -9.8999999999999986E+001                 -6.7355051993849040E-005                                        0                                        0 
                                     410                  7.8643440782616117E+003                  1.5000000000000000E+001                  1.2836524000422942E+000                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      632                  0.0000000000000000E+000                  9.9797499922131305E-001                  9.9432112436095632E-001                  9.9998996209020397E-001                  9.9995499997968085E-001                  9.9797499922131305E-001                  9.9432112436095632E-001                  9.9998996209020397E-001                  9.9995499997968085E-001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -8.6024860735383921E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -8.6024860735383921E+000                  3.7410900555447610E+000                  1.0653289204033474E+004                  4.0274837169406466E+000                  2.0548205838334281E+000                  1.1345420157220319E+002                  1.5043394448019496E+000                  3.1940333379228168E+001                  6.3429530410574060E+000                 -2.5874046176184566E+000                  1.1914711356113555E+001                  6.1999215035814703E-001                  8.5000496627254196E-001                  1.2966439685554805E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416106108120311E-003                  9.3604466091399760E-003                  3.4416106108119964E-003                  9.3604466091399777E-003                  1.0500000000000007E+001                  4.1995530354712356E+000                 -8.6024860735383921E+000                 -2.4916994551378867E+001                 -9.8999999999999986E+001                 -6.6463541888837381E-005                                        0                                        0 
                                     415                  7.9606562016404323E+003                  1.5000000000000000E+001                  1.2874838211248107E+000                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      617                  0.0000000000000000E+000                  9.9814317690226362E-001                  9.9467009115139793E-001                  9.9999038392762696E-001                  9.9995884930191448E-001                  9.9814317690226362E-001                  9.9467009115139793E-001                  9.9999038392762696E-001                  9.9995884930191448E-001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -8.5249032601039278E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -8.5249032601039278E+000                  3.7458340838927944E+000                  1.0708203632473043E+004                  4.0297166213511382E+000                  2.0464489793426064E+000                  1.1128816444482321E+002                  1.5210826537835929E+000                  3.3195762884398938E+001                  6.3499320254025546E+000                 -2.5686091663380224E+000                  1.1940641987443795E+001                  6.1998689396440687E-001                  8.5000496627254196E-001                  1.2966439685554805E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416106108120311E-003                  9.3604466091399760E-003                  3.4416106108119964E-003                  9.3604466091399777E-003                  1.0500000000000007E+001                  4.1995530354712356E+000                 -8.5249032601039278E+000                 -2.4654576599349248E+001                 -9.8999999999999986E+001                 -6.5539493975247544E-005                                        0                                        0 
                                     420                  8.0579074737742285E+003                  1.5000000000000000E+001                  1.2918854833208142E+000                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      632                  0.0000000000000000E+000                  9.9822301853389728E-001                  9.9500142912673650E-001                  9.9999087066311443E-001                  9.9996233390381151E-001                  9.9822301853389728E-001                  9.9500142912673650E-001                  9.9999087066311443E-001                  9.9996233390381151E-001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -8.4477362524353961E+000                 -9.8999999999999986E+001                 -2.4082399653118493E+001                 -8.4477362524353961E+000                  3.7505899070855175E+000                  1.0758018539059274E+004                  4.0317322883567019E+000                  2.0379451664599419E+000                  1.0913025411003927E+002                  1.5380902795489220E+000                  3.4521549401218003E+001                  6.3568990766351767E+000                 -2.5498272771007122E+000                  1.1966546609875135E+001                  6.1998404882484970E-001                  8.5000496627254196E-001                  1.2966439685554809E+000                  6.9999999999999996E-001                  2.7997020236474884E-001                  3.4416106108120289E-003                  9.3604466091399743E-003                  3.4416106108119964E-003                  9.3604466091399777E-003                  1.0500000000000007E+001                  4.1995530354712356E+000                 -8.4477362524353961E+000                 -2.4393832182091582E+001                 -9.8999999999999986E+001                 -6.4713397433915221E-005                                        0                                        0 
                                     425                  8.1566499586190985E+003                  1.5000000000000000E+001                  1.2992627471389315E+000                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      630                  0.0000000000000000E+000                  9.9837467008505387E-001                  9.9531731416712266E-001                  9.9999106535730964E-001                  9.9996551526844502E-001                  9.9837467008505387E-001                  9.9531731416712266E-001                  9.9999106535730964E-001                  9.9996551526844502E-001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -8.3705952238258732E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -8.3705952238258732E+000                  3.7553635954097686E+000                  1.0803365953626531E+004                  4.0335590876478093E+000                  2.0293111894569931E+000                  1.0698211745326392E+002                  1.5553582335548197E+000                  3.5921811829475928E+001                  6.3638887703584572E+000                 -2.5309608707370312E+000                  1.1992558307370452E+001                  6.1998417633358494E-001                  8.5000496627254196E-001                  1.2966439685554805E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416106108120285E-003                  9.3604466091399760E-003                  3.4416106108119955E-003                  9.3604466091399760E-003                  1.0500000000000007E+001                  4.1995530354712356E+000                 -8.3705952238258732E+000                 -2.4133459147544606E+001                 -9.8999999999999986E+001                 -6.3257327502704231E-005                                        0                                        0 
                                     430                  8.2563033305885929E+003                  1.5000000000000000E+001                  1.2998391391463415E+000                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      634                  0.0000000000000000E+000                  9.9851619476483389E-001                  9.9561470805137642E-001                  9.9999200452380743E-001                  9.9996838055243831E-001                  9.9851619476483389E-001                  9.9561470805137642E-001                  9.9999200452380743E-001                  9.9996838055243831E-001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -8.2939769918034507E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -8.2939769918034507E+000                  3.7601306568441157E+000                  1.0843652282062421E+004                  4.0351755828292575E+000                  2.0205853141790233E+000                  1.0485407520061780E+002                  1.5728099841107592E+000                  3.7394694030949331E+001                  6.3708556750919536E+000                 -2.5121272713482252E+000                  1.2018511644399620E+001                  6.1998661090095064E-001                  8.5000496627254196E-001                  1.2966439685554809E+000                  6.9999999999999996E-001                  2.7997020236474884E-001                  3.4416106108120267E-003                  9.3604466091399743E-003                  3.4416106108119964E-003                  9.3604466091399777E-003                  1.0500000000000007E+001                  4.1995530354712356E+000                 -8.2939769918034507E+000                 -2.3875145951372804E+001                 -9.8999999999999986E+001                 -6.2033047363030077E-005                                        0                                        0 
                                     435                  8.3569309549720692E+003                  1.5000000000000000E+001                  1.3092895636049966E+000                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      633                  0.0000000000000000E+000                  9.9861580954178575E-001                  9.9589306205796702E-001                  9.9999261517984928E-001                  9.9997101585804193E-001                  9.9861580954178575E-001                  9.9589306205796702E-001                  9.9999261517984928E-001                  9.9997101585804193E-001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -8.2178623075988444E+000                 -9.8999999999999986E+001                 -2.4082399653118493E+001                 -8.2178623075988444E+000                  3.7648930840731634E+000                  1.0880014108478836E+004                  4.0366294585267317E+000                  2.0117873975696661E+000                  1.0275131711351457E+002                  1.5904058173294742E+000                  3.8940884993587929E+001                  6.3778003788136477E+000                 -2.4933193568500758E+000                  1.2044413997851455E+001                  6.1998945345226664E-001                  8.5000496627254196E-001                  1.2966439685554805E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416106108120263E-003                  9.3604466091399760E-003                  3.4416106108119955E-003                  9.3604466091399760E-003                  1.0500000000000007E+001                  4.1995530354712356E+000                 -8.2178623075988444E+000                 -2.3618833309215972E+001                 -9.8999999999999986E+001                 -6.0632398926680323E-005                                        0                                        0 
                                     440                  8.4608806669145979E+003                  1.5000000000000000E+001                  1.3185861258540796E+000                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      634                  0.0000000000000000E+000                  9.9871092451981036E-001                  9.9616151331778102E-001                  9.9999309727672436E-001                  9.9997347333412856E-001                  9.9871092451981036E-001                  9.9616151331778102E-001                  9.9999309727672436E-001                  9.9997347333412856E-001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -8.1405508679043042E+000                 -9.8999999999999986E+001                 -2.4082399653118493E+001                 -8.1405508679043042E+000                  3.7697525817602866E+000                  1.0913732346460347E+004                  4.0379732987342178E+000                  2.0027403222991631E+000                  1.0063297741594778E+002                  1.6084999678704799E+000                  4.0597563321710268E+001                  6.3848771394475170E+000                 -2.4741115265009919E+000                  1.2070849073340083E+001                  6.1999064487826894E-001                  8.5000496627254196E-001                  1.2966439685554809E+000                  6.9999999999999996E-001                  2.7997020236474884E-001                  3.4416106108120241E-003                  9.3604466091399743E-003                  3.4416106108119964E-003                  9.3604466091399777E-003                  1.0500000000000007E+001                  4.1995530354712356E+000                 -8.1405508679043042E+000                 -2.3358815225199113E+001                 -9.8999999999999986E+001                 -5.9235681556224359E-005                                        0                                        0 
                                     445                  8.5663907552300607E+003                  1.5000000000000000E+001                  1.3285792883443504E+000                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      640                  0.0000000000000000E+000                  9.9880069196549603E-001                  9.9641614697013736E-001                  9.9999367579297449E-001                  9.9997569639775297E-001                  9.9880069196549603E-001                  9.9641614697013736E-001                  9.9999367579297449E-001                  9.9997569639775297E-001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -8.0634305367618602E+000                 -9.8999999999999986E+001                 -2.3781369657454512E+001                 -8.0634305367618602E+000                  3.7746144182152586E+000                  1.0943286122338279E+004                  4.0391477544014958E+000                  1.9936038772228579E+000                  9.8538030393558657E+001                  1.6267728580230905E+000                  4.2342145289392917E+001                  6.3919583997621352E+000                 -2.4548413250812322E+000                  1.2097348157510114E+001                  6.1998964029844672E-001                  8.5000496627254196E-001                  1.2966439685554805E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416106108120241E-003                  9.3604466091399760E-003                  3.4416106108119955E-003                  9.3604466091399760E-003                  1.0500000000000007E+001                  4.1995530354712356E+000                 -8.0634305367618619E+000                 -2.3099786084808194E+001                 -9.8999999999999986E+001                 -5.7642306604774753E-005                                        0                                        0 
                                     450                  8.6731720863495411E+003                  1.5000000000000000E+001                  1.3322932244365746E+000                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      641                  0.0000000000000000E+000                  9.9888639319768313E-001                  9.9665311704568516E-001                  9.9999417395974510E-001                  9.9997776389363768E-001                  9.9888639319768313E-001                  9.9665311704568516E-001                  9.9999417395974510E-001                  9.9997776389363768E-001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -7.9867573607155675E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -7.9867573607155675E+000                  3.7794658321595196E+000                  1.0969249547032901E+004                  4.0401769166603092E+000                  1.9844156304637426E+000                  9.6475187314740623E+001                  1.6451493515413211E+000                  4.4172232717393030E+001                  6.3990195121288460E+000                 -2.4355673462226233E+000                  1.2123825885849921E+001                  6.1998773927089013E-001                  8.5000496627254196E-001                  1.2966439685554809E+000                  6.9999999999999996E-001                  2.7997020236474884E-001                  3.4416106108120224E-003                  9.3604466091399743E-003                  3.4416106108119964E-003                  9.3604466091399777E-003                  1.0500000000000007E+001                  4.1995530354712356E+000                 -7.9867573607155684E+000                 -2.2842622409438295E+001                 -9.8999999999999986E+001                 -5.6430818170901980E-005                                        0                                        0 
                                     455                  8.7818483189218077E+003                  1.5000000000000000E+001                  1.3351833326566793E+000                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      637                  0.0000000000000000E+000                  9.9894092891442299E-001                  9.9687729412673010E-001                  9.9999451142755735E-001                  9.9997964537012407E-001                  9.9894092891442299E-001                  9.9687729412673010E-001                  9.9999451142755735E-001                  9.9997964537012407E-001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -7.9101266056848312E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -7.9101266056848321E+000                  3.7843258938788118E+000                  1.0992036996435303E+004                  4.0410781814440648E+000                  1.9751461394170358E+000                  9.4437860475561706E+001                  1.6636883336347346E+000                  4.6098663415008296E+001                  6.4060962470312157E+000                 -2.4161831658082340E+000                  1.2150424749274029E+001                  6.1998685843538082E-001                  8.5000496627254196E-001                  1.2966439685554811E+000                  6.9999999999999984E-001                  2.7997020236474879E-001                  3.4416106108120211E-003                  9.3604466091399725E-003                  3.4416106108119955E-003                  9.3604466091399760E-003                  1.0500000000000004E+001                  4.1995530354712356E+000                 -7.9101266056848329E+000                 -2.2585984750375712E+001                 -9.8999999999999986E+001                 -5.4811767129152771E-005                                        0                                        0 
