                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                        8845      1.5000000000000000E+001      2.0000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61 
                            model_number                                 star_age                                star_mass                                   log_dt                               log_xmstar                             log_abs_mdot                                num_zones                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                 log_Teff                               luminosity                                    log_L                                    log_R                                   radius                                    log_g                                  gravity                             log_center_T                           log_center_Rho                             log_center_P                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                                       pp                                      cno                                 tri_alfa                        v_div_csound_surf                              num_retries                              num_backups 
                                     140                  3.1061506141040968E+002                  1.5000000000000000E+001                  8.0768339531338507E-001                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      465                  1.4999725143395573E+001                  9.9998134873052325E-001                  7.8128365657868994E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9998134873052325E-001                  7.8128365657868994E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.8163531741185384E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.8163531741185384E+001                  3.6068910789086877E+000                  1.1652862248511463E+004                  4.0664326125773123E+000                  2.3426929849239069E+000                  2.2013697022352159E+002                  9.2859464262099267E-001                  8.4838824535587811E+000                  5.6742381838578737E+000                 -4.8263285088882428E+000                  9.0283523921328097E+000                  6.2074583973089703E-001                  8.5000496627254196E-001                  1.2966439685554805E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416106108120311E-003                  9.3604466091399760E-003                  3.4416106108119964E-003                  9.3604466091399760E-003                  1.0500000000000009E+001                  4.1995530354712365E+000                 -1.8163531741185384E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -6.5464324585821269E-004                                        0                                        0 
                                     145                  3.4429690921736909E+002                  1.5000000000000000E+001                  8.4161720486253488E-001                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      468                  1.4999748745102568E+001                  9.9998240691927875E-001                  7.8128365879913599E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9998240691927875E-001                  7.8128365879913599E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.7950497042491389E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.7950497042491389E+001                  3.6086482286440273E+000                  1.1187934217627539E+004                  4.0487499041595036E+000                  2.3303373312443232E+000                  2.1396233622223681E+002                  9.5330594998015983E-001                  8.9806123416878503E+000                  5.6866629843712904E+000                 -4.7889923029437709E+000                  9.0781116005770439E+000                  6.2075403845315091E-001                  8.5000496627254196E-001                  1.2966439685554805E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416106108120311E-003                  9.3604466091399760E-003                  3.4416106108119968E-003                  9.3604466091399777E-003                  1.0500000000000009E+001                  4.1995530354712365E+000                 -1.7950497042491389E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -5.9291332446165539E-004                                        0                                        0 
                                     150                  3.8035210458416185E+002                  1.5000000000000000E+001                  8.6847731493701219E-001                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      472                  1.4999771620938672E+001                  9.9998451338324890E-001                  7.8128365657868994E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9998451338324890E-001                  7.8128365657868994E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.7739420259832087E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.7739420259832087E+001                  3.6104135305900065E+000                  1.0742538190502029E+004                  4.0311069063070510E+000                  2.3179852284261395E+000                  2.0796259519871728E+002                  9.7801015561652671E-001                  9.5062702302145006E+000                  5.6990727714537126E+000                 -4.7516999675653517E+000                  9.1278134878928210E+000                  6.2076281496204910E-001                  8.5000496627254196E-001                  1.2966439685554805E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416106108120311E-003                  9.3604466091399760E-003                  3.4416106108119964E-003                  9.3604466091399760E-003                  1.0500000000000009E+001                  4.1995530354712365E+000                 -1.7739420259832087E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -5.3677080086562794E-004                                        0                                        0 
                                     155                  4.1911271600622939E+002                  1.5000000000000000E+001                  8.9936344980848359E-001                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      475                  1.4999792591604532E+001                  9.9998556165846353E-001                  7.8128365213779784E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9998556165846353E-001                  7.8128365213779784E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.7529552089994016E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.7529552089994016E+001                  3.6121546390409054E+000                  1.0310763122524801E+004                  4.0132908095741726E+000                  2.3055949631579025E+000                  2.0211333262105728E+002                  1.0027906861530016E+000                  1.0064464820308491E+001                  5.7115110746551547E+000                 -4.7143235007597912E+000                  9.1776317080234939E+000                  6.2075265374574429E-001                  8.5000496627254196E-001                  1.2966439685554805E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416106108120311E-003                  9.3604466091399760E-003                  3.4416106108119968E-003                  9.3604466091399777E-003                  1.0500000000000009E+001                  4.1995530354712365E+000                 -1.7529552089994016E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -4.8579849572627704E-004                                        0                                        0 
                                     160                  4.6052232416307692E+002                  1.5000000000000000E+001                  9.2812907740740380E-001                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      475                  1.4999811132816877E+001                  9.9998660993367816E-001                  7.8128366324002809E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9998660993367816E-001                  7.8128366324002809E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.7322096029273236E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.7322096029273236E+001                  3.6138672181449514E+000                  9.8954082103181136E+003                  3.9954337146446757E+000                  2.2932412574850622E+000                  1.9644512576655646E+002                  1.0274980974986818E+000                  1.0653641966471143E+001                  5.7239060933440831E+000                 -4.6770744239664381E+000                  9.2272747910529986E+000                  6.2073125415274732E-001                  8.5000496627254196E-001                  1.2966439685554805E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416106108120311E-003                  9.3604466091399760E-003                  3.4416106108119964E-003                  9.3604466091399760E-003                  1.0500000000000009E+001                  4.1995530354712365E+000                 -1.7322096029273236E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -4.3965966310400835E-004                                        0                                        0 
                                     165                  5.0469474267191322E+002                  1.5000000000000000E+001                  9.5344977056018865E-001                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      480                  0.0000000000000000E+000                  9.9998817739341350E-001                  3.4789253809376459E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9998817739341350E-001                  3.4789253809376459E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.7117272763897819E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.7117272763897819E+001                  3.6156118705527689E+000                  9.5017942558504146E+003                  3.9778056223243738E+000                  2.2809379065092759E+000                  1.9095802157732851E+002                  1.0521047994502546E+000                  1.1274694926224845E+001                  5.7361651964764926E+000                 -4.6398790848054272E+000                  9.2766916692337169E+000                  6.2070811495954203E-001                  8.5000496627254196E-001                  1.2966439685554805E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416106108120311E-003                  9.3604466091399760E-003                  3.4416106108119968E-003                  9.3604466091399777E-003                  1.0500000000000007E+001                  4.1995530354712365E+000                 -1.7117272763897819E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -3.9818928655184813E-004                                        0                                        0 
                                     170                  5.5230503202360796E+002                  1.5000000000000000E+001                  9.9119012181810284E-001                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      494                  0.0000000000000000E+000                  9.9998869657793410E-001                  1.5536820823428055E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9998869657793410E-001                  1.5536820823428055E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6913244994304282E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.6913244994304282E+001                  3.6173467317092158E+000                  9.1202451907288814E+003                  3.9600065141561758E+000                  2.2685686301122829E+000                  1.8559600774580207E+002                  1.0768433522442402E+000                  1.1935575168389629E+001                  5.7482580682766748E+000                 -4.6020549501395083E+000                  9.3264372851512487E+000                  6.2068172636777519E-001                  8.5000496627254196E-001                  1.2966439685554805E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416106108120311E-003                  9.3604466091399760E-003                  3.4416106108119968E-003                  9.3604466091399777E-003                  1.0500000000000007E+001                  4.1995530354712365E+000                 -1.6913244994304282E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -3.6023612465447825E-004                                        0                                        0 
                                     175                  6.0362210291661518E+002                  1.5000000000000000E+001                  1.0238707184427731E+000                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      483                  0.0000000000000000E+000                  9.9999025413149611E-001                  3.1729556132888401E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999025413149611E-001                  3.1729556132888401E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6710310968978931E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.6710310968978931E+001                  3.6191112701295185E+000                  8.7540134914682767E+003                  3.9422072116014850E+000                  2.2561399019943318E+000                  1.8035986517884254E+002                  1.1017008084801421E+000                  1.2638653530336301E+001                  5.7602117659195651E+000                 -4.5635392698367099E+000                  9.3766001095660947E+000                  6.2066565756987047E-001                  8.5000496627254196E-001                  1.2966439685554805E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416106108120311E-003                  9.3604466091399760E-003                  3.4416106108119968E-003                  9.3604466091399777E-003                  1.0500000000000007E+001                  4.1995530354712365E+000                 -1.6710310968978931E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -3.2584639354285463E-004                                        0                                        0 
                                     180                  6.5875458348260509E+002                  1.5000000000000000E+001                  1.0566454029171020E+000                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      496                  0.0000000000000000E+000                  9.9999077331601660E-001                  5.1059046190465834E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999077331601660E-001                  5.1059046190465834E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6509395722953055E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.6509395722953055E+001                  3.6208031952745876E+000                  8.3968364483867899E+003                  3.9241156941820297E+000                  2.2437102929944661E+000                  1.7527109220914795E+002                  1.1265600264798739E+000                  1.3383201797371928E+001                  5.7720117877588351E+000                 -4.5244363115614421E+000                  9.4270818622382091E+000                  6.2067014815533605E-001                  8.5000496627254196E-001                  1.2966439685554805E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416106108120311E-003                  9.3604466091399760E-003                  3.4416106108119968E-003                  9.3604466091399777E-003                  1.0500000000000007E+001                  4.1995530354712365E+000                 -1.6509395722953055E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.9355014890241222E-004                                        0                                        0 
                                     185                  7.1758328656977665E+002                  1.5000000000000000E+001                  1.0804909307381845E+000                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      501                  0.0000000000000000E+000                  9.9999181168505791E-001                  7.2277304630354963E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999181168505791E-001                  7.2277304630354963E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6311949511629315E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.6311949511629315E+001                  3.6225550206657515E+000                  8.0620735261089521E+003                  3.9064467546006818E+000                  2.2313721724214637E+000                  1.7036178130784924E+002                  1.1512362676258792E+000                  1.4165642185780339E+001                  5.7836058552192595E+000                 -4.4849827080602918E+000                  9.4776034935169253E+000                  6.2067663094035075E-001                  8.5000496627254196E-001                  1.2966439685554805E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416106108120311E-003                  9.3604466091399760E-003                  3.4416106108119968E-003                  9.3604466091399760E-003                  1.0500000000000007E+001                  4.1995530354712365E+000                 -1.6311949511629315E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.6478166031728854E-004                                        0                                        0 
                                     190                  7.8143027980982765E+002                  1.5000000000000000E+001                  1.1191250002076640E+000                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      501                  0.0000000000000000E+000                  9.9999284015839129E-001                  9.5544791995914272E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999284015839129E-001                  9.5544791995914272E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6114660629464392E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.6114660629464392E+001                  3.6243177397354462E+000                  7.7379389532463010E+003                  3.8886252991287189E+000                  2.2189360065460932E+000                  1.6555260031220502E+002                  1.1761085993766198E+000                  1.5000598925424255E+001                  5.7952145849514629E+000                 -4.4444767287364098E+000                  9.5290814125260290E+000                  6.2065731668467727E-001                  8.5000496627254196E-001                  1.2966439685554805E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416106108120311E-003                  9.3604466091399760E-003                  3.4416106108119968E-003                  9.3604466091399777E-003                  1.0500000000000007E+001                  4.1995530354712365E+000                 -1.6114660629464392E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.3833955404636205E-004                                        0                                        0 
                                     195                  8.4969716667220757E+002                  1.5000000000000000E+001                  1.1446104313143821E+000                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      506                  0.0000000000000000E+000                  9.9999335439505777E-001                  1.2063212614653150E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999335439505777E-001                  1.2063212614653150E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.5920447415040970E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.5920447415040970E+001                  3.6260662960366359E+000                  7.4294634001144341E+003                  3.8709574475714850E+000                  2.2066049681650965E+000                  1.6091812669966086E+002                  1.2007706761386130E+000                  1.5877081574422041E+001                  5.8066875721432423E+000                 -4.4035016372894189E+000                  9.5808025568670807E+000                  6.2062413117521087E-001                  8.5000496627254196E-001                  1.2966439685554805E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416106108120311E-003                  9.3604466091399760E-003                  3.4416106108119968E-003                  9.3604466091399760E-003                  1.0500000000000007E+001                  4.1995530354712365E+000                 -1.5920447415040970E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1423173028750969E-004                                        0                                        0 
                                     200                  9.2323105410329924E+002                  1.5000000000000000E+001                  1.1785775721766827E+000                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      506                  0.0000000000000000E+000                  9.9999386863172446E-001                  1.4707801640278578E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999386863172446E-001                  1.4707801640278578E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.5727848642993397E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.5727848642993397E+001                  3.6278101649071473E+000                  7.1342318455931299E+003                  3.8533472187709994E+000                  2.1943121160238319E+000                  1.5642714395200784E+002                  1.2253563804211425E+000                  1.6801822037858408E+001                  5.8181284803544644E+000                 -4.3617570138051933E+000                  9.6331807349298533E+000                  6.2059729034440758E-001                  8.5000496627254196E-001                  1.2966439685554805E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416106108120311E-003                  9.3604466091399760E-003                  3.4416106108119968E-003                  9.3604466091399777E-003                  1.0500000000000007E+001                  4.1995530354712365E+000                 -1.5727848642993397E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.9233982231238841E-004                                        0                                        0 
                                     205                  1.0020777138835826E+003                  1.5000000000000000E+001                  1.2086693929929511E+000                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      505                  0.0000000000000000E+000                  9.9999438286839126E-001                  1.7448864201453973E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999438286839126E-001                  1.7448864201453973E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.5537518156137732E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.5537518156137732E+001                  3.6294825445113137E+000                  6.8498358033936383E+003                  3.8356801611953801E+000                  2.1821338280276890E+000                  1.5210161592953082E+002                  1.2497129564134284E+000                  1.7771044583153977E+001                  5.8295156722547805E+000                 -4.3194055692501934E+000                  9.6860406288095842E+000                  6.2056612358869623E-001                  8.5000496627254196E-001                  1.2966439685554805E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416106108120311E-003                  9.3604466091399760E-003                  3.4416106108119968E-003                  9.3604466091399760E-003                  1.0500000000000007E+001                  4.1995530354712365E+000                 -1.5537518156137732E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.7218998949481654E-004                                        0                                        0 
                                     210                  1.0874195392336865E+003                  1.5000000000000000E+001                  1.2425565673577030E+000                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      513                  0.0000000000000000E+000                  9.9999515422339114E-001                  2.0320322396870216E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999515422339114E-001                  2.0320322396870216E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.5347460343641551E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.5347460343641551E+001                  3.6312375196614357E+000                  6.5824320163649481E+003                  3.8183863823895710E+000                  2.1699769883245410E+000                  1.4790300177032589E+002                  1.2740266358197245E+000                  1.8794320811713149E+001                  5.8409805882498569E+000                 -4.2760253750086115E+000                  9.7399312383907528E+000                  6.2052781499881282E-001                  8.5000496627254196E-001                  1.2966439685554805E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416106108120311E-003                  9.3604466091399760E-003                  3.4416106108119968E-003                  9.3604466091399777E-003                  1.0500000000000007E+001                  4.1995530354712365E+000                 -1.5347460343641551E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.5404222211706260E-004                                        0                                        0 
                                     215                  1.1790048718705298E+003                  1.5000000000000000E+001                  1.2751678103173187E+000                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      504                  0.0000000000000000E+000                  9.9999541134172476E-001                  2.3327877531499755E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999541134172476E-001                  2.3327877531499755E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.5159046691733732E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.5159046691733732E+001                  3.6329655040743574E+000                  6.3284237611954713E+003                  3.8012955525039991E+000                  2.1579756045559111E+000                  1.4387177594890434E+002                  1.2980294033569835E+000                  1.9862293879463682E+001                  5.8524486212520292E+000                 -4.2319693762138400E+000                  9.7944492406821251E+000                  6.2049215525304202E-001                  8.5000496627254196E-001                  1.2966439685554805E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416106108120311E-003                  9.3604466091399760E-003                  3.4416106108119964E-003                  9.3604466091399777E-003                  1.0500000000000007E+001                  4.1995530354712365E+000                 -1.5159046691733732E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.3755110540748292E-004                                        0                                        0 
